main_category,title,average_rating,rating_number,features,description,price,store,categories,details,parent_asin
All Beauty,"Pure Clay – By Clay Terra® Premium Calcium Bentonite Clay Food Grade (Montmorillonite) Powder - Internal & External Cleanse - Mask, Body Wrap and Bath.",4.2,71,"['Pure Calcium Bentonite Green Clay from the Pristine Mojave Desert in California. No additives.', 'Clay Terra’s pure calcium bentonite clay can be used internally and/or externally.', '9.7pH Clay Terra, a unique and rare, green swelling calcium Bentonite clay with Montmorillonite properties from the Smectite family of clays Laboratory-tested to show purity and safety for internal use.', 'finest powered drinking clay you can find 320 or better']","['Clay Terra’s calcium bentonite clay is from a pristine, subsurface volcanic mine in California. It is naturally sun-dried (not irradiated) in temperatures up to 134 degrees F. Its properties have not been compromised by air or ground water contaminants. This highly-charged, pure calcium Montmorillonite clay has a drawing power of 33 times its weight and an alkaline pH of 9.7.']",,Clay Terra,[],"{'Brand': 'Clay Terra', 'Item Form': 'Clay, Powder', 'Unit Count': '16 Ounce', 'Material Feature': 'Natural', 'Skin Tone': 'All', 'Is Discontinued By Manufacturer': 'No', 'Product Dimensions': '6 x 2 x 9 inches; 1 Pounds', 'UPC': '640791794032 794168050068', 'Manufacturer': 'Clay Terra'}",B00HZ1TCFG
All Beauty,"Emirde 98 Pairs 4D Hair like Authentic Eyebrows, Imitation Ecological Lazy Natural Tattoo Eyebrow Stickers, Long Lasting Natural Waterproof for Woman & Man Makeup Tool(Black#10 pcs)",3.4,118,[],[],,Emirde,[],"{'Brand': 'Emirde', 'Item Form': 'Powder', 'Finish Type': 'Natural', 'Special Feature': 'Waterproof, Long Lasting', 'Material Feature': 'Natural', 'Package Dimensions': '8.23 x 5.83 x 0.35 inches; 3.84 Ounces', 'Item model number': 'DR-2020063', 'UPC': '881962270669'}",B08JPYWZLP
All Beauty,Tirtyl Hand Soap Sheet Variety Pack - 240 Pack with Portable Storage Tin - Camping/Outdoor/Travel/Handbag - Lavender & Aloe - Bergamot & Ylang Ylang - Jasmine & Patchouli,4.4,115,[],[],,Tirtyl,[],"{'Brand': 'Tirtyl', 'Scent': 'Bergamot,Lavender,Jasmine', 'Age Range (Description)': 'Adult', 'Number of Items': '1', 'Unit Count': '240.00 Count', 'Package Dimensions': '9.88 x 6.26 x 0.75 inches; 3.21 Ounces'}",B09473GGM4
All Beauty,Portable Travel Bottles Keyring Fruit Holders 50ml Refillable Empty Containers Perfect for Kids to Carry Hand Sanitiser (4pcs),4.2,28,[],[],,PetSinc,[],"{'Package Dimensions': '7.4 x 5.47 x 1.81 inches; 3.53 Ounces', 'UPC': '782910026546'}",B08H4F6DRD
All Beauty,10 Pcs Brown and 10 Pcs Black Wig Grip Headband for women,4.0,238,"['Holding Your Wig In Place - The Wig Grip Can Secure Your Wig In Place Without Glue Or Tape. Enjoy The Comfort And Secure Feeling. Please Make Sure Check Our Picture And Wear It In Proper Way.', ""Prevents Headaches - Prevent From Headaches That You Normally Feel While Wearing Headgears, To Create A 'Space' Between Your Head Skull And Head Accessory To Stop Further Hair Loss And Bald Spots."", 'Comfortable And Sweat Free - The Headband Is Made Of 100% Breathable Cotton, Give You A Cool Wear,Avoid Muggy. No Matter How Many Times You Put It On, This Wig Comfort Band Will Still Serve Its Purpose.', 'Adjustable Design - With Our Elastic Is One Size Fits All. Suit For Head Circumstance 20""-25"". Our Band Is Very Comfortable To Wear And Features An Adjustable Velcro Closure In The Back.', 'Multiple Colors Available - We Offer Beige, Black,Brown Colors. You Can Choose The Wig Grip Similar Color Based On Scalp Color So That Your Parts Would Not Be Hindered.']",[],,Aksice,[],"{'Age Range (Description)': 'Adult', 'Material': 'Cotton', 'Number of Items': '10', 'Item Weight': '0.04 Pounds', 'Brand': 'Aksice', 'Is Discontinued By Manufacturer': 'No', 'Package Dimensions': '9.29 x 3.5 x 0.39 inches; 0.64 Ounces', 'UPC': '755101763483', 'Manufacturer': 'Sekass'}",B07H53GCV2
All Beauty,"Long Pink Wigs Women Curls Wavy Cosplay Wig Natural Synthetic Hair Wig For Girls Ladies With Wig Cap 26""(Rose gold))",3.1,4,[],[],,LEDAOU,[],"{'Hair Type': 'Curly', 'Style': 'Modern', 'Brand': 'LEDAOU', 'Age Range (Description)': 'Adult', 'Material Feature': 'Natural', 'Is Discontinued By Manufacturer': 'No', 'Package Dimensions': '6.4 x 6.2 x 2.1 inches; 14.39 Ounces', 'UPC': '680727698980'}",B07HFTN534
All Beauty,Newcally False Eyelashes Dramatic 22MM/25MM 12 Pairs Faux Mink Lashes Fake Eyelashes Long Fluffy Volume Thick Eye Lashes Pack,3.9,31,[],[],,Newcally,[],"{'Brand': 'Newcally', 'Material': 'Faux Mink', 'Material Feature': 'Cruelty Free', 'Item Form': 'Pair', 'Mounting Type': 'Eyelash Glue', 'Package Dimensions': '7.28 x 5.12 x 0.55 inches; 0.63 Ounces'}",B08MX1FCRG
All Beauty,"SkinIntegra Urea Jojoba Sea Buckthorn Sacha Inchi Cream for Feet and Hand Moisturizing & Exfoliating Cream for Dry and Cracked Heels | Dry Feet Treatment & Cracked Heel Repair for Rough, Dry and Cracked Heels, 3oz Tube",4.1,60,[],[],,SkinIntegra,[],"{'Brand': 'SkinIntegra', 'Item Form': 'Cream', 'Unit Count': '3.0 Ounce', 'Number of Items': '1', 'Use for': 'Feet', 'Package Dimensions': '4.45 x 1.3 x 1.14 inches; 1.59 Ounces'}",B07WFQMC18
All Beauty,"MERISIHAIR Short Pink Bob Wig for Women,Pink Short Straight Wig ,Shoulder Length Bob Wigs for Women Colorful Fashion Bob Wigs",3.8,11,[],[],,MERISIHAIR,[],"{'Material': 'Synthetic', 'Hair Type': 'Straight', 'Style': 'Modern', 'Brand': 'MERISIHAIR', 'Age Range (Description)': 'Adult', 'Package Dimensions': '10.24 x 6.93 x 2.91 inches; 10.55 Ounces', 'UPC': '780744482941'}",B097DRRT82
All Beauty,"Bandana Headband for Women,MHDGG Sequins Wide Headbands Turban Headband Hair Band Bandana Hairband Head Band Wrap with Bow Cloth Wrapped Headwear,Pink",4.0,5,[],[],,MHDGG,[],"{'Material': 'Cloth', 'Brand': 'MHDGG', 'Size': 'Medium', 'Item Form': 'Wrap', 'Unit Count': '1.00 Count', 'Package Dimensions': '6.14 x 5.24 x 1.77 inches; 1.13 Ounces'}",B08B4K4ZH4
All Beauty,"Beard Balm Leave In Conditioner - All Natural Beard Oil Wax for Beard Mustache & Hair Growth, Deep Beard Softener Cream Butter, Soothes Softens Tames & Styles Hair, Beard Care Kit Best Gift for Men",3.9,222,[],[],,Premium Nature,[],"{'Hair Type': 'All', 'Scent': 'Citrus', 'Item Form': 'Cream', 'Brand': 'Premium Nature', 'Number of Items': '6', 'Is Discontinued By Manufacturer': 'No', 'Package Dimensions': '2.9 x 2.8 x 1.1 inches; 2.89 Ounces', 'Item model number': 'Beard Balm', 'UPC': '857646006664'}",B01LWUFWX5
All Beauty,"[BOTANIC HEAL BOH] Probioderm Repair Ampoule Serum 1.69 fl.oz. (50ml) - Probiotics & Peptide Highly Concentrated Anti-Aging Facial Serum, Skin Elasticity & Glow Care, Improves Saggy Skin",4.7,25,[],[],,BOTANIC HEAL BOH,[],"{'Skin Type': 'Dry', 'Scent': 'Aloe', 'Brand': 'BOTANIC HEAL BOH', 'Item Form': 'Serum', 'Recommended Uses For Product': 'Anti-aging', 'Package Dimensions': '6.38 x 4.88 x 1.81 inches; 10.23 Ounces'}",B085XZF8WQ
All Beauty,"Easkep Nail Art Brushes, Acrylic Art Design Dotting Painting Brush Pen Set, Nail Art Tips Builder Brush Nail Painting Pen Set for acrylic application, Nail Art Dust Remover Brushes Powder 6 PCS",4.2,2118,[],[],,Easkep,[],"{'Color': 'Black', 'Brand': 'Easkep', 'Handle Material': 'Acrylic', 'Unit Count': '1 Count', 'Package Dimensions': '8.11 x 2.52 x 0.35 inches; 1.48 Ounces', 'UPC': '785046634821'}",B07W7H1PKK
All Beauty,"Fungus Nail Treatment,Sky-shop Fungus Nail Repair Oil, Fungal Nail Eliminator for Fingernails and Toenails, Repairs & Protects from Discoloration, Brittle and Cracked Nails (35ml)",3.6,351,[],[],,Pei Mei,[],"{'Brand': 'Pei Mei', 'Item Form': 'Oil', 'Item Weight': '0.25 Pounds', 'Number of Items': '1', 'Unit Count': '1.0582 Ounce', 'Is Discontinued By Manufacturer': 'No', 'Product Dimensions': '2 x 2 x 5 inches; 4 Ounces', 'Item model number': 'Natural Nail Polish Remover', 'UPC': '646437736213'}",B01AYTGWA8
All Beauty,Beauty Treats Eye Shadow MODERN MATTE 2 pc Palette,3.8,19,[],[],,Beauty Treats,[],"{'Brand': 'Beauty Treats', 'Finish Type': 'Matte', 'Special Feature': 'Travel size, Matte', 'Number of Items': '2', 'Unit Count': '1.00 Count', 'Is Discontinued By Manufacturer': 'No', 'Package Dimensions': '5.51 x 4.02 x 0.98 inches; 0.01 Ounces', 'Item model number': 'SG_B01B6WXOEY_US', 'UPC': '784179908755 755332499977 676768409036'}",B01B6WXOEY
All Beauty,"Wavy Faux Locs Crochet Hair Curly Ends Synthetic Braiding Goddess Hair Extensions 3Pcs/Lot. (3pcs, T1B-30)",3.6,7,[],[],,Beyond Beauty,[],"{'Brand': 'Beyond Beauty', 'Material': 'Synthetic', 'Hair Type': 'Curly', 'Material Feature': 'Natural', 'Installation Type': 'Sew-In', 'Is Discontinued By Manufacturer': 'No', 'Product Dimensions': '0.7 x 8 x 10 inches; 11.2 Ounces'}",B079FT7CNG
All Beauty,GALMAO 4 Pack Elastic With Braided Wig Hair Extension For Baby Girl And Woman (Red+Pink),4.0,2,[],[],,GALMAO,[],"{'Material': 'Polyester', 'Brand': 'GALMAO', 'Hair Type': 'Curly', 'Number of Pieces': '4', 'Age Range (Description)': 'Kid', 'Package Dimensions': '4.65 x 3.27 x 0.79 inches; 1.34 Ounces'}",B08GJ4FX23
All Beauty,2.5% Retinol Cream with Hyaluronic Acid Serum - 97% Natural,3.5,183,[],[],,Key West Health & Beauty,[],"{'Is Discontinued By Manufacturer': 'No', 'Product Dimensions': '1.5 x 1.5 x 6 inches; 0.35 Ounces', 'UPC': '799666510588', 'Manufacturer': 'USA'}",B00J2D80W6
All Beauty,3D Silver White Rhinestone Flowers Adhesive Nail Art Slices Glitters DIY Decorations,3.6,33,[],[],,Merssavo,[],{'Is Discontinued By Manufacturer': 'No'},B071Y5TSHL
All Beauty,"New Curves - 100% All Natural Fenugreek Gel 8.8oz (250gr) - Gel De Fenogreco 100% Natual, Sin Colorantes Ni Aditivos, Con Semillas Reales De Fenogreco. For Breasts and Butt, Tonifica & Reduce Tallas.",3.1,37,"['GEL DE FENOGRECO 100% NATURAL SIN COLORANTES NI ADITIVOS - PARA AUMENTAR EL BUSTO Y GLUTEOS DE MANERA NATURAL.', 'LA SEMILLA DE FENOGRECO AYUDAN A AUMENTAR EL VOLUMEN DE LAS CURVAS DE LA MUJER, CONTENIENDO UN COMPONENTE MUY PARECIDO A LA HORMONA DE ESTROGENO.', 'NOTE EL AUMENTO O BIEN LA TONIFICACION DE SUS PECHOS Y GLUTEOS AL CABO DE UN MES DE USO!', 'COLOR CAFE CLARO - 100% NATURAL, LOS OTROS GELES CON COLORES ROJOS O ESCARLATA USAN COLORANTES QUE MANCHAN Y DANAN TU PIEL.', 'FENUGREEK GEL 100% NATURAL WITHOUT DYES OR ADDITIVES - TONIFIES YOUR BODY THE NATURAL WAY!']","[""FENUGREEK GEL 100% NATURAL WITHOUT DYES OR ADDITIVES - TO INCREASE THE BUST AND BUTTOCKS NATURALLY.\xa0THE FENUGREEK SEED HELP TO INCREASE THE VOLUME OF WOMEN'S CURVES, CONTAINING A COMPONENT VERY SIMILAR TO THE ESTROGEN HORMONE.\xa0NOTICE THE INCREASE OR TONE OF YOUR BREASTS AND BUTTOCKS AFTER ONE MONTH OF USE!\xa0LIGHT BROWN COLOR - 100% NATURAL, OTHER GELS WITH RED OR SCARLET COLORS USE DYES THAT STAIN AND DAMAGE YOUR SKIN.""]",9.9,NEW CVRVES AESTHETICS,[],"{'Brand': 'NEW CVRVES AESTHETICS', 'Scent': 'Eucalyptus', 'Item Form': 'Gel', 'Active Ingredients': 'Menthol', 'Unit Count': '8.8 Fl Oz', 'Product Dimensions': '3.5 x 3.5 x 4 inches; 11.68 Ounces', 'Manufacturer': 'Mexus LLC'}",B09YC4V417
All Beauty,"AOFLLU Crystal Diamond Headband - 2PCS Rhinestone Beaded Headband, Bejewelled Hairband Padded Headwear for Woman Girls, Rainbow Silver",4.5,33,[],[],,AOFLLU,[],"{'Age Range (Description)': 'Adult', 'Material': 'Rhinestone', 'Fabric Type': 'Velvet', 'Number of Items': '2', 'Brand': 'AOFLLU', 'Package Dimensions': '7.48 x 7.24 x 1.46 inches; 7.05 Ounces'}",B08FHM855R
All Beauty,5 Pairs False Eyelashes With Glue Thick Volume 3D Fake Eyelashes Fluffy Handmade False Lashes Ruairie,4.2,120,[],[],,Ruairie,[],"{'Brand': 'Ruairie', 'Item Dimensions LxWxH': '7.4 x 4.7 x 0.5 inches', 'Material Feature': 'Gluten Free', 'Item Form': 'Pair', 'Mounting Type': 'Eyelash Glue', 'Product Dimensions': '7.4 x 4.7 x 0.5 inches; 2.4 Ounces', 'UPC': '734830950364'}",B07XQHLLMP
All Beauty,[Ladykin] Vanpir Dark Repair Youth Activator - Excellent Brightening and Anti-Wrinkle effect! - 1.69 fl oz,3.3,5,[],[],,,[],"{'Item Form': 'Cream', 'Unit Count': '1.69 Fl Oz', 'Number of Items': '1', 'Item Volume': '1.69 Fluid Ounces', 'Age Range (Description)': 'Adult', 'Is Discontinued By Manufacturer': 'No', 'Package Dimensions': '4.5 x 2.4 x 2.4 inches; 4 Ounces'}",B01GO2E56W
All Beauty,"Livordo Moroccan Argan Oil Essential Organic Cold Pressed Skin Moisturizer Rich in Vitamin E Powerful Antioxidants For Skin, Hair, Body, and Face 4 Oz",4.3,82,[],[],,Livordo,[],"{'Brand': 'Livordo', 'Item Form': 'Oil', 'Unit Count': '4.00 Fl Oz', 'Number of Items': '1', 'Skin Type': 'Acne prone,mature', 'Product Dimensions': '1.5 x 1.5 x 5 inches; 9.24 Ounces', 'Item model number': 'Argan Oil', 'UPC': '010725983878'}",B081632HX6
All Beauty,"JIADEL Gel Nail Polish Colors Set,Confetti Glitter Gel Nail Polish With No Wipe Base and Top Coat,Soak Off UV LED Nail Art Salon Starter Manicure Kit",3.9,64,[],[],,JIADEL,[],"{'Brand': 'JIADEL', 'Item Form': 'Gel', 'Type': 'Gel', 'Finish Type': 'Shimmery', 'Material Feature': 'Non-Toxic, Cruelty Free', 'Age Range (Description)': 'Adult', 'Unit Count': '1 Count', 'Number of Items': '16', 'Liquid Volume': '0.17 Fluid Ounces', 'Item Dimensions LxWxH': '11 x 9 x 1 inches', 'Product Dimensions': '11 x 9 x 1 inches; 1.34 Pounds', 'UPC': '642940399488'}",B08GKVYS1Y
All Beauty,"LUVCIRCUS 001 Professional Hair Brush-This luxury boar and nylon bristle hair brush is a meticulously crafted, premium, flat hair brush. An exceptional hairbrush for women who love gorgeous hair.",3.7,19,[],[],,LUVCIRCUS,[],"{'Brand': 'LUVCIRCUS', 'Shape': 'Oblong', 'Unit Count': '1.00 Count', 'Hair Type': 'Curly,Straight,Thick', 'Material': 'Boar, Nylon', 'Product Dimensions': '9 x 4.75 x 1.5 inches; 7.55 Ounces'}",B08GFLMGN2
All Beauty,Wet N Wild Fergie Centerstage Collection Around the Clock Blush - A59 - Brush With Danger,4.7,15,[],[],,wet n wild,[],"{'Brand': 'Wet n wild', 'Unit Count': '1.00 Ounce', 'Number of Items': '2', 'Style': 'Compact', 'Package Type': 'Palette'}",B0187VX5KA
All Beauty,"Ageless Face Makeup Primer by Eclipse I All-Day Foundation Serum Instantly Hides 100% of Blemishes, Enlarged Pores & Lines For A Gorgeous Airbrushed Look on Oily or Dry Skin, Acne, Rosacea & Eczema",4.0,73,[],[],,Global Care Essentials,[],"{'Is Discontinued By Manufacturer': 'No', 'Package Dimensions': '4.2 x 1 x 0.9 inches; 0.32 Ounces', 'UPC': '638266935530'}",B017IIV4XI
All Beauty,Lime Crime 10th Birthday Unicorn Lipstick (Surprise). Long Lasting Cartoon Blue Creamy Matte Lippie (0.12oz / 3.5 g),3.3,5,[],[],,Lime Crime,[],"{'Brand': 'Lime Crime', 'Skin Type': 'All', 'Finish Type': 'Matte', 'Item Weight': '0.15 Pounds', 'Package Information': 'Tube', 'Is Discontinued By Manufacturer': 'No', 'Package Dimensions': '3 x 0.9 x 0.9 inches; 2.4 Ounces', 'UPC': '816652023638'}",B07HRY39JD
All Beauty,"Bath Brush, Bamboo Bath Brush for Back Scrubber ESARORA Soft Natural Bristles Back Brush with Long Handle for Exfoliating Skin & Wood Beads for Massage - Use Wet or Dry - Suitable for Men and Women",4.0,378,"['HIGH QUALITY AND SATISFACTION GUARANTEE: The handle is made of over 3-year-old bamboo after high-temperature carbonization. The bamboo handle is tough, dust-proof and beautiful and does not absorb water.']",[],,Esarora,[],"{'Material': 'Boar bristle, Bamboo', 'Brand': 'Esarora', 'Color': 'Yellow, Bath Brush', 'Item Dimensions LxWxH': '16.14 x 2.2 x 3.15 inches', 'Product Benefits': 'Softening,Massage,Promote Blood Circulation,Pores,Exfoliating,Blood Flow,Blood Circulation,Dirt', 'Is Discontinued By Manufacturer': 'No', 'Product Dimensions': '16.14 x 2.2 x 3.15 inches; 8.43 Ounces', 'Item model number': 'A1', 'UPC': '759218239978', 'Manufacturer': 'ESARORA'}",B01E3MF6KE
All Beauty,"Vantic Body Brush for Wet or Dry Brushing Long Wooden Handle Shower Brush with Soft and Stiff Bristles for Exfoliating, Detox and Cellulite, Blood Circulation, Good for Health and Beauty",4.5,1490,[],[],,Vantic,[],"{'Material': 'Wood', 'Brand': 'Vantic', 'Item Dimensions LxWxH': '17 x 2 x 1.5 inches', 'Operation Mode': 'Manual', 'Product Dimensions': '17 x 2 x 1.5 inches; 8.11 Ounces', 'Item model number': 'Brosse pour Corps', 'UPC': '791370868726'}",B0838T2SHB
All Beauty,"Perfect Makeup Brush Cleaning and Drying Kit – Use as a Makeup Brush Washer and Makeup Brush Dryer in a Few Simple Steps – Includes 2 Silicone Cups, 3 Drying Shaping Straps and 1 Storage Bag",4.6,24,[],[],,SKYLAB,[],"{'Brand': 'SKYLAB', 'Material': 'Silicone', 'Skin Type': 'All', 'Age Range (Description)': 'Adult', 'Is Discontinued By Manufacturer': 'No', 'Package Dimensions': '6 x 2.9 x 2.4 inches; 4.8 Ounces', 'UPC': '852151002743'}",B01GU2NME2
All Beauty,Steripod Kids Clip-On Toothbrush Protector Family Pack (8 total protectors),4.7,31,[],[],,Steripod,[],"{'Brand': 'Steripod', 'Age Range (Description)': 'Kid', 'Power Source': 'Corded Electric, Battery Powered', 'Unit Count': '8.00 Count', 'Operation Mode': 'Manual', 'Is Discontinued By Manufacturer': 'No', 'Package Dimensions': '6.93 x 6.77 x 2.36 inches; 4.94 Ounces', 'UPC': '754349935027', 'Manufacturer': 'Bonfit America Inc.'}",B079J6BS5S
All Beauty,Pink Gellac 201 Black Velvet UV/LED Gel Polish,3.0,13,"['Pink Gellac UV gel nail polish 201 Black Velvet', 'This gorgeous color 201 Black Velvet makes us think about soft, silky velvet. This color has a purple finish and with this finishing touch makes this color wonderful and mystic.']",[],13.95,PG Pink Gellac,[],"{'Brand': 'PG Pink Gellac', 'Item Form': 'Gel', 'Color': 'Black,Purple', 'Type': 'gel', 'Finish Type': 'Shimmer,Velvet', 'Age Range (Description)': 'Adult', 'Number of Items': '1', 'Number of Pieces': '1', 'Liquid Volume': '0.5 Fluid Ounces', 'Item Weight': '15 Grams', 'Is Discontinued By Manufacturer': 'No', 'Package Dimensions': '3.94 x 3.07 x 1.57 inches; 0.53 Ounces'}",B01N8PT91P
